n			p	Média		Mediana		Mínimo
16000000	1	2.167690	2.171688	2.142185
16000000	2	1.143036	1.144064	1.135903
16000000	4	0.649404	0.649849	0.639522
32000000	1	4.548270	4.551942	4.508771
32000000	2	2.438661	2.417840	2.388965
32000000	4	1.789132	1.825379	1.695360
48000000	1	6.921810	6.883917	6.864253
48000000	2	3.753207	3.803072	3.572049
48000000	4	2.645658	2.628704	2.596868
60000000	1	9.000777	9.021912	8.749033
60000000	2	4.865391	4.892594	4.745880
60000000	4	3.322615	3.316432	3.305276
